x,value
-4.00,NaN
-3.95,NaN
-3.90,NaN
-3.85,NaN
-3.80,NaN
-3.75,NaN
-3.70,NaN
-3.65,NaN
-3.60,NaN
-3.55,NaN
-3.50,NaN
-3.45,NaN
-3.40,NaN
-3.35,NaN
-3.30,NaN
-3.25,NaN
-3.20,NaN
-3.15,NaN
-3.10,NaN
-3.05,NaN
-3.00,NaN
-2.95,NaN
-2.90,NaN
-2.85,NaN
-2.80,NaN
-2.75,NaN
-2.70,NaN
-2.65,NaN
-2.60,NaN
-2.55,NaN
-2.50,NaN
-2.45,NaN
-2.40,NaN
-2.35,NaN
-2.30,NaN
-2.25,NaN
-2.20,NaN
-2.15,NaN
-2.10,NaN
-2.05,NaN
-2.00,NaN
-1.95,NaN
-1.90,NaN
-1.85,NaN
-1.80,NaN
-1.75,NaN
-1.70,NaN
-1.65,NaN
-1.60,NaN
-1.55,NaN
-1.50,NaN
-1.45,NaN
-1.40,NaN
-1.35,NaN
-1.30,NaN
-1.25,NaN
-1.20,NaN
-1.15,NaN
-1.10,NaN
-1.05,NaN
-1.00,NaN
-0.95,NaN
-0.90,NaN
-0.85,NaN
-0.80,NaN
-0.75,NaN
-0.70,NaN
-0.65,NaN
-0.60,NaN
-0.55,NaN
-0.50,NaN
-0.45,NaN
-0.40,NaN
-0.35,NaN
-0.30,NaN
-0.25,NaN
-0.20,NaN
-0.15,NaN
-0.10,NaN
-0.05,NaN
-0.00,NaN
0.05,-1.30102949817687
0.10,-1.0000000000000246
0.15,-0.8239089819589934
0.20,-0.6989703405130535
0.25,-0.6020602768425362
0.30,-0.5228789947987909
0.35,-0.4559322303180873
0.40,-0.39794026149131967
0.45,-0.3467877040200194
0.50,-0.30103020812597353
0.55,-0.259637490108748
0.60,-0.22184888961254873
0.65,-0.187086774969331
0.70,-0.1549020711964706
0.75,-0.12493882421302224
0.80,-0.09691008259450076
0.85,-0.07058112513518718
0.90,-0.04575752339664617
0.95,-0.02227641076370918
1.00,-2.362603995662277E-15
1.05,0.021189314339343197
1.10,0.0413927149187997
1.15,0.060697883093288406
1.20,0.0791813030682915
1.25,0.09691008259449588
1.30,0.11394343335042899
1.35,0.1303338588755679
1.40,0.14612814076235126
1.45,0.16136811787223673
1.50,0.17609138428179263
1.55,0.19033183146958743
1.60,0.204120121580912
1.65,0.21748408485606902
1.70,0.2304490857546933
1.75,0.2430382205328777
1.80,0.255272682985226
1.85,0.2671719102438343
1.90,0.27875378377419463
1.95,0.29003479096070406
2.00,0.3010302081259674
2.05,0.31175407840746827
2.10,0.3222195153417108
2.15,0.3324386815820062
2.20,0.3424229006207769
2.25,0.3521827321921024
2.30,0.3617280393813175
2.35,0.3710681180239479
2.40,0.3802114987668687
2.45,0.38916634062989375
2.50,0.39794026149131223
2.55,0.40654042646675354
2.60,0.41497358305591403
2.65,0.42324609293940796
2.70,0.4313640533924842
2.75,0.4393329811444367
2.80,0.4471583143988604
2.85,0.45484513595840725
2.90,0.46239826329508427
2.95,0.46982226668010196
3.00,0.47712148578912117
3.05,0.4843001550219267
3.10,0.49136200488346243
3.15,0.4983108577884639
3.20,0.5051502723989056
3.25,0.5118836417606832
3.30,0.5185142034095916
3.35,0.5250450487169471
3.40,0.5314792541522915
3.45,0.5378194253707959
3.50,0.5440683654260933
3.55,0.5502286621187097
3.60,0.5563027946010822
3.65,0.5622931393667044
3.70,0.5682019758315956
3.75,0.5740314915409397
3.80,0.5797839430481124
3.85,0.5854610650678131
3.90,0.5910649290542594
3.95,0.596597401104283
4.00,0.6020602768425247
