x,value
-4.00,10.7464073728925
-3.95,13.006332545082175
-3.90,15.74266116986753
-3.85,19.15538633077672
-3.80,23.544259109162482
-3.75,29.374535528076432
-3.70,37.39807868798197
-3.65,48.887876058272525
-3.60,66.1204076607511
-3.55,93.44253315576208
-3.50,139.85043090033238
-3.45,225.95736293856262
-3.40,405.7343148859413
-3.35,848.9389856902063
-3.30,2255.534357850826
-3.25,9149.131446147045
-3.20,97090.03596649061
-3.15,2.0357168478089726E8
-3.10,308394.6635141499
-3.05,12009.53529071404
-3.00,1944.3396613983728
-2.95,541.2316919249915
-2.90,201.32198581478283
-2.85,89.66888407707961
-2.80,45.046291438691206
-2.75,24.562417035373475
-2.70,14.129945623899982
-2.65,8.370783423861594
-2.60,4.98614947335145
-2.55,2.903982756216845
-2.50,1.589552917382394
-2.45,0.7626840962802494
-2.40,0.27226705204166074
-2.35,0.036947881531185965
-2.30,0.015799080333334593
-2.25,0.19362916259133278
-2.20,0.5741827381495758
-2.15,1.1783936492459364
-2.10,2.046998472480989
-2.05,3.248580426413571
-2.00,4.896620886519225
-1.95,7.184332499638982
-1.90,10.45909256847521
-1.85,15.395842491575294
-1.80,23.454306795484644
-1.75,38.31503227467853
-1.70,71.7465138875368
-1.65,181.39013210527781
-1.60,1238.1271638325236
-1.55,2213.5290037174336
-1.50,169.13970967660794
-1.45,50.22068506896491
-1.40,21.17433301744977
-1.35,10.39825878889519
-1.30,5.5129945490111805
-1.25,3.037114616029925
-1.20,1.69927347836624
-1.15,0.9512691532380357
-1.10,0.5278682413755298
-1.05,0.2896072392858328
-1.00,0.15862352605118232
-0.95,0.08975528964458246
-0.90,0.05663108807565087
-0.85,0.0448790762508894
-0.80,0.049288213249771985
-0.75,0.0738771904817795
-0.70,0.1351935846596655
-0.65,0.270732180043641
-0.60,0.5572025053017441
-0.55,1.1497086220249462
-0.50,2.3684873041716985
-0.45,4.9013118549257095
-0.40,10.309706037443465
-0.35,22.411544710664547
-0.30,51.50844028117591
-0.25,129.3834838856572
-0.20,374.61183613928586
-0.15,1377.7479859172913
-0.10,7980.086967131098
-0.05,143890.3311051875
-0.00,8.582042193183357E56
0.05,175850.82571757826
0.10,11961.073929289341
0.15,2551.07494403024
0.20,866.569564496677
0.25,379.8179116302319
0.30,195.89590042340546
0.35,113.36627396552426
0.40,71.65361742076134
0.45,48.67214867764402
0.50,35.17722543584231
0.55,26.876168867830383
0.60,21.6091497761751
0.65,18.21911864924833
0.70,16.05564272362945
0.75,14.740459291818441
0.80,14.049960351348236
0.85,13.853637187207966
0.90,14.081149107357792
0.95,14.70526235652724
1.00,15.734807071938738
1.05,17.21560927220856
1.10,19.240293888171568
1.15,21.971662317438586
1.20,25.691856027981856
1.25,30.908098573037826
1.30,38.5993453505795
1.35,50.868877530724575
1.40,73.01788576981197
1.45,122.27786444551111
1.50,288.8437056693324
1.55,2605.825984896455
1.60,972.737210952621
1.65,89.88133361091478
1.70,20.278056747291828
1.75,5.071135729036161
1.80,0.8875554525974373
1.85,0.004442389530865397
1.90,0.32974621928463066
1.95,1.1575757727956653
2.00,2.2210634293976512
2.05,3.4185357961900924
2.10,4.720227969337513
2.15,6.1333689911036275
2.20,7.689269561433572
2.25,9.440298471737009
2.30,11.462751289141867
2.35,13.865002658073431
2.40,16.80249114945343
2.45,20.503547946526332
2.50,25.31424179033771
2.55,31.778716457957607
2.60,40.789518401563
2.65,53.88431320894066
2.70,73.87031864155044
2.75,106.2443603711301
2.80,162.74606557707511
2.85,271.3905609514543
2.90,509.6607564730785
2.95,1141.1660226353729
3.00,3395.6985471820385
3.05,17280.661243812036
3.10,364130.60873061983
3.15,1.9683991707255378E8
3.20,76912.26059115342
3.25,5954.196402581216
3.30,1211.4563294084599
3.35,378.3970254447079
3.40,150.87070889265271
3.45,70.34275087587977
3.50,36.45724584020063
3.55,20.298468790331995
3.60,11.82374882842066
3.65,7.036877248157924
3.70,4.174531374735143
3.75,2.39383682802106
3.80,1.2664964451859582
3.85,0.5653291668841655
3.90,0.1673461917671219
3.95,0.00713026223919705
4.00,0.053566026901398424
